Location,Price,Total_Area,Price_per_SQFT,Baths,Balcony,BHK,State,Year,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Disaster
"fLATS BY DDA,Lok Nayak Puram, Bakkarwala,New Delhi",3500000.0,500,7000.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Samta enclave ,Sector 19 Dwarka, New Delhi",3400000.0,1000,3400.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kanjhawala,Kanjhawala Industrial Area, Kanjhawala Village,New Delhi",450000.0,180,2500.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Devli, Sangam Vihar,New Delhi",4800000.0,1420,3380.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dilshad Colony New Simapuri, Dilshad Garden,New Delhi",5200000.0,675,7700.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dilshad Colony, Dilshad Garden,New Delhi",3000000.0,450,6670.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA Pracheen Apartment,A 2B Block, Paschim Vihar,New Delhi",5000000.0,400,12500.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"IP Extension, Patparganj,New Delhi",11000000.0,1000,11000.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 4, Madangir,New Delhi",7800000.0,360,21670.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Muskan Apartments,Dilshad Colony, Dilshad Garden,New Delhi",2450000.0,450,5440.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dharampura, Najafgarh,New Delhi",7000000.0,1040,6730.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Alok Kunj Apartment,Sector 15C, Sector 15 Rohini,New Delhi",6500000.0,450,14440.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Aya Nagar Extension, Aya Nagar,New Delhi",3200000.0,540,5920.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Devli, Sangam Vihar,New Delhi",1700000.0,450,3780.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kalkaji, New Delhi",14000000.0,1225,11430.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 9 Rohini, New Delhi",10900000.0,950,11470.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Gandhi Colony, Mehrauli,New Delhi",1400000.0,400,3500.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dayal Bagh ,Badarpur Village, Badarpur,New Delhi",3500000.0,1350,2590.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Narayan apartment,Badarpur Village, Badarpur,New Delhi",1600000.0,500,3200.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block A, Nizamuddin East,New Delhi",55000000.0,1485,37040.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Azadpur, New Delhi",4500000.0,800,5630.0,6,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Uttam nagar west, Uttam Nagar,New Delhi",4500000.0,625,7200.0,2,No,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sant Nagar, Burari,New Delhi",5200000.0,585,8890.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"mansha apartment,Narela Mandi, Narela,New Delhi",1800000.0,580,3100.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"MIG Apartments,Phase 3, Ashok Vihar,New Delhi",13000000.0,1100,11820.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Harijan colony DDA flats kalka ji,Kalkaji, New Delhi",7000000.0,150,46670.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"anand bhawan,Manglapuri, New Delhi",12000000.0,2287,5250.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bakkarwala, New Delhi",1000000.0,225,4440.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rajiv Nagar, Mandoli,New Delhi",9000000.0,900,10000.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Uttar Pitampura ,Dakshini Pitampura, Pitampura,New Delhi",7000000.0,700,10000.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Airforce Residential Quarters, Tughlakabad,New Delhi",7400000.0,1500,4930.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"RBI colony, Paschim Vihar,New Delhi",7500000.0,700,10710.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rohitash Nagar East, Shahdara,New Delhi",16000000.0,2700,5920.0,4,Yes,7.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block F, Inder Puri,New Delhi",20000000.0,2250,8890.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket A, Jhilmil Colony,New Delhi",10000000.0,900,11110.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kailash Hills, East Of Kailash,New Delhi",9500000.0,900,10550.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Everest appartment Kalkaji Extension ,Kalkaji Extension, New Delhi",7000000.0,950,7370.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Panchvati Apartment, Vikaspuri,New Delhi",40000000.0,4000,10000.0,5,Yes,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 24 Dwarka, New Delhi",7400000.0,1300,5690.0,3,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 35 Rohini, New Delhi",1600000.0,366,4370.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Feroze Shah Kotla, Vikram Nagar,New Delhi",12500000.0,650,19230.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"chhattarpur Birla farm,Chhattarpur, New Delhi",1050000.0,300,3500.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dda Roh,Sector 6C, Sector 6 Rohini,New Delhi",5200000.0,600,8670.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rohtash Nagar east,Ghonda Patti, Shahdara,New Delhi",8000000.0,475,16840.0,2,No,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block J, Saket,New Delhi",37500000.0,1500,25000.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"shailputri apartment ,Ganesh Nagar II, Ganesh Nagar,New Delhi",2900000.0,405,7160.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Karkardooma village,Karkardooma, Anand Vihar,New Delhi",3500000.0,750,4670.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pandav Nagar, New Delhi",4500000.0,585,7690.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Vishwas Nagar, Shahdara,New Delhi",9000000.0,446,20180.0,2,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 16B Dwarka, New Delhi",8700000.0,1600,5440.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Krishna Nagar, New Delhi",13000000.0,500,26000.0,2,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dilshad Colony,Taharpur Village, Dilshad Garden,New Delhi",6200000.0,900,6890.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 18C, Sector 15 Rohini,New Delhi",6500000.0,950,6840.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 3 Dwarka, New Delhi",1650000.0,320,5160.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 15 Dwarka, New Delhi",4000000.0,800,5000.0,5,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dera farm House,Dera Mandi, New Delhi",100000000.0,10800,9260.0,3,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Farmhouse ,Radhey Mohan Drive, New Delhi",100000000.0,10800,9260.0,5,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Amar Colony, Lajpat Nagar,New Delhi",8300000.0,750,11070.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mahavir Enclave Part 3, Mahavir Enclave,New Delhi",9000000.0,3500,2570.0,6,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block B, Jhilmil Colony,New Delhi",4500000.0,765,5880.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mandawali, New Delhi",1500000.0,500,3000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block D, Sudarshan Park,New Delhi",11000000.0,2200,5000.0,4,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 15 Dwarka, New Delhi",6500000.0,950,6840.0,3,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C, Khajoori Khas,New Delhi",6000000.0,500,12000.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ghitorni, New Delhi",5500000.0,710,7750.0,2,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bhalswa Jahangir Village, Jahangirpuri,New Delhi",1890000.0,650,2910.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"South extension I ,Kotla Mubarakpur, South Extension I,New Delhi",8900000.0,720,12360.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kanhiya Nagar, Tri Nagar,New Delhi",2600000.0,378,6880.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 23B Dwarka, New Delhi",2500000.0,315,7940.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Roshanara Garden, Shakti Nagar,New Delhi",6500000.0,500,13000.0,2,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jaitpur Khadda Colony Block E,Khadda Colony, Jaitpur,New Delhi",3500000.0,1260,2780.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chhattarpur Extension, Chhattarpur,New Delhi",11000000.0,980,11220.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
" f block aya nagar,Aya Nagar Extension, Aya Nagar,New Delhi",1850000.0,450,4110.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Data Ram Park, Deenpur,New Delhi",9000000.0,5400,1670.0,5,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Satyam Apartment, Vasundhara Enclave,New Delhi",7400000.0,850,8710.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 8B, Sector 8 Rohini,New Delhi",15000000.0,452,33190.0,2,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ghevra, New Delhi",17000000.0,2500,6800.0,4,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block B, Gujranwala Town,New Delhi",45000000.0,8000,5630.0,4,Yes,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket 1, Mayur Vihar Phase 1,New Delhi",4000000.0,580,6900.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Opp to Gulmohar Enclave,Gautam Nagar, New Delhi",12500000.0,1160,10780.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 9 Rohini, New Delhi",28000000.0,1550,18060.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rupali Enclave, Karala,New Delhi",1800000.0,450,4000.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mayur Vihar II, New Delhi",9000000.0,1000,9000.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 19B Dwarka, Sector 19 Dwarka,New Delhi",6500000.0,750,8670.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"raj compound,Kotla Mahingiran, Lal Kuan,New Delhi",1800000.0,540,3330.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block D, Vinod Nagar West,New Delhi",9500000.0,800,11880.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"GTB Enclave, Dilshad Garden,New Delhi",3000000.0,450,6670.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block B, Anand Niketan,New Delhi",62500000.0,1900,32890.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Laxmi Nagar, New Delhi",25000000.0,3900,6410.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Taharpur Village, Dilshad Garden,New Delhi",4500000.0,450,10000.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Parveen,Malka Ganj, New Delhi",3000000.0,495,6060.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rana Pratap Bagh, Ashok Vihar,New Delhi",70000000.0,1780,39330.0,3,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Manokamna Appartment,Khera Khurd, New Delhi",2300000.0,358,6420.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Loknayak puram bakkarwala ,Lok Nayak Puram, Bakkarwala,New Delhi",2000000.0,440,4540.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Juyal Apartments,Govindpuri Extension, New Delhi",5500000.0,900,6110.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jagatpur Khadar Village, Wazirabad,New Delhi",5000000.0,1035,4830.0,3,Yes,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kadi vihar nathupura ,Nathu Pura, Burari,New Delhi",1200000.0,225,5330.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Paradise heights bijwasan ,Nayak Pura, Bijwasan,New Delhi",4600000.0,1075,4280.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shyam Enclave, Deenpur,New Delhi",3800000.0,900,4220.0,3,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Raju Park, Khanpur,New Delhi",10000000.0,900,11110.0,3,No,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ranjit Vihar-I, Sector 22 Dwarka,New Delhi",39700000.0,800,49630.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"No-221,Abul Fazal, Jamia Nagar,New Delhi",900000.0,205,4390.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"LIG FLATS KESHAVPURAM,Tri Nagar, New Delhi",5100000.0,555,9190.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Old Rajinder Nagar, Rajinder Nagar,New Delhi",40000000.0,2000,20000.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block RZ, Sagar Pur,New Delhi",24000000.0,950,25260.0,3,No,7.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"C2 appointment,Ghitorni, New Delhi",5800000.0,650,8920.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jawahar mohalla ,IP Extension, Patparganj,New Delhi",3000000.0,585,5130.0,2,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 23 Rohini , New Delhi",7500000.0,900,8330.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Krishna Nagar, Karol Bagh,New Delhi",5000000.0,450,11110.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block 5, Subhash Nagar,New Delhi",30000000.0,2835,10580.0,4,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"AJ block shalimar bagh,Poorvi Shalimar Bagh, Shalimar Bagh,New Delhi",16000000.0,1700,9410.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jivan Park, Bindapur,New Delhi",7500000.0,500,15000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ratni Homz,Janta Vihar, Haibutpur,New Delhi",2300000.0,650,3540.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kherian Mohalla, Subzi Mandi,New Delhi",6500000.0,1125,5780.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Phase 3, Ashok Vihar,New Delhi",18000000.0,1240,14520.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ratan Nagar, Karol Bagh,New Delhi",21000000.0,1252,16770.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 1 Rohini, New Delhi",8000000.0,370,21620.0,1,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Panchsheel Park South, Panchsheel Park,New Delhi",35000000.0,2000,17500.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Karkardooma, Anand Vihar,New Delhi",9000000.0,1200,7500.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 34 Rohini, New Delhi",2400000.0,370,6490.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block F, Vasant Vihar,New Delhi",92500000.0,2600,35580.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kailash Puri, Palam,New Delhi",2500000.0,450,5550.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rohini Sector 28 , New Delhi",7500000.0,800,9380.0,4,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rohini Sector 28 , New Delhi",7800000.0,850,9180.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket B, Mayur Vihar II,New Delhi",30000000.0,3498,8580.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Payal Appartment,Mahipalpur Village, Mahipalpur,New Delhi",2800000.0,700,4000.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Delhi Chawri bazar,Chawri Bazar, Old Delhi,New Delhi",2800000.0,460,6090.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Tyagi Vihar, Ghevra,New Delhi",2200000.0,150,14670.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Narela Mandi, Narela,New Delhi",9000000.0,1200,7500.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket F,Sector B-2, Narela,New Delhi",150000.0,160,937000.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Hari Enclave, Kirari Suleman Nagar,New Delhi",3500000.0,400,8750.0,2,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Indira Gandhi International Airport, New Delhi",100000.0,700,142000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Narela Mandi, Narela,New Delhi",700000.0,194,3610.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block D, Bali Nagar,New Delhi",60000000.0,1800,33330.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 19 Dwarka, New Delhi",20000000.0,581,34420.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA Flats, Malviya Nagar,New Delhi",25000000.0,1800,13890.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Lado Sarai, New Delhi",3000000.0,455,6590.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Todapur, New Delhi",25000000.0,2763,9050.0,4,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kailashpuri West, Palam,New Delhi",5000000.0,450,11110.0,2,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDALIG ,Narela Mandi, Narela,New Delhi",280000.0,450,622000.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Moti Rattan Apartment ,Dhirpur Village, Model Town,New Delhi",16000000.0,1229,13020.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chilla janta flat mayur vihar phase 1 ,Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1,New Delhi",6500000.0,300,21670.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Babarpur Village, Shahdara,New Delhi",12500000.0,720,17360.0,2,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"east ram nagar shahdara delhi,Ram Nagar, Shahdara,New Delhi",2200000.0,895,2460.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bakshi,Govindpuri, New Delhi",17000000.0,1045,16270.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Amar Colony, Lajpat Nagar,New Delhi",5000000.0,500,10000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C, Sector 17 Rohini,New Delhi",6500000.0,680,9560.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bawana Village, Bawana,New Delhi",1800000.0,300,6000.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Raghu Nagar, Dabri,New Delhi",50000000.0,2000,25000.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shyam Vihar - II, Deenpur,New Delhi",7500000.0,972,7720.0,3,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Vikram Vihar,Lajpat Nagar III, Lajpat Nagar,New Delhi",32500000.0,1800,18050.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ashoka Niketan, Anand Vihar,New Delhi",160000000.0,7500,21330.0,1,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block E, Dilshad Garden,New Delhi",5200000.0,450,11550.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Lajpat Nagar, New Delhi",17500000.0,1170,14960.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C, Subzi Mandi,New Delhi",5800000.0,560,10360.0,2,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket 1, Mayur Vihar Phase 1,New Delhi",14500000.0,1800,8050.000000000001,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Basai Darapur, Bali Nagar,New Delhi",8500000.0,1450,5860.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Devli, Sangam Vihar,New Delhi",6000000.0,802,7480.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ramesh Nagar, New Delhi",13000000.0,1550,8390.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Building ,Chhatarpur Farms, DLF Farms,New Delhi",2600000.0,668,3890.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"sushma Apartment ,Part 1, Rajinder Nagar,New Delhi",40000000.0,2250,17780.0,4,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Khasra845,Sant Nagar, Burari,New Delhi",3000000.0,550,5450.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Karampura Industrial Area, Karampura,New Delhi",4800000.0,800,6000.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Khadda Colony, Jaitpur,New Delhi",3600000.0,500,7200.0,2,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C, Sector 17 Rohini,New Delhi",2300000.0,400,5750.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Gajendra Kumar,Tigri, Sangam Vihar,New Delhi",4000000.0,210,19050.0,1,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shiv Vihar, Karawal Nagar,New Delhi",12000000.0,899,13350.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"129 nirankari colony,Outram Lines, Mukherjee Nagar,New Delhi",6500000.0,1000,6500.0,3,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA Janta Flats Garhi,Garhi, East Of Kailash,New Delhi",5000000.0,450,11110.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jaunti, New Delhi",4000000.0,625,6400.0,2,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Nirankari Colony, Mukherjee Nagar,New Delhi",23000000.0,2500,9200.0,4,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chanakya Place I, Bindapur,New Delhi",13500000.0,900,15000.0,3,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dr Ambedkar Colony, Chhattarpur,New Delhi",7000000.0,1350,5180.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bharat Vihar, New Delhi",1600000.0,500,3200.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sitapuri Part 2, Sitapuri,New Delhi",15000000.0,900,16670.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 15B, Sector 15 Rohini,New Delhi",5300000.0,600,8830.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
